state,mean_spending_2017,land_area_sqmi,operations,SPEND_WORK,SPEND_APP,SPEND_FLC,SPEND_OP,SPEND_AREA,SPEND_WORK_z,SPEND_APP_z,SPEND_FLC_z,SPEND_OP_z,SPEND_AREA_z,emp_farmworker,emp_pesticide_app,emp_flc_supervisor
Alabama,576913.8324467405,52420,40592.0,1311.1678010153194,2426.27312711246,1617.5154180749732,14.212500799338304,11.005605349995049,0.9937203466137715,1.3346253880487904,0.16889879025208812,-0.08943623281131396,0.4220212513499107,440.0,237.77777777777777,356.6666666666667
Alaska,323025.83605790284,663268,990.0,4455.5287732124525,,6921.982201240776,326.28872329081094,0.4870215901534566,4.68185916386757,,3.5025189645917947,6.591019469642788,-0.6791630495030656,72.5,,46.666666666666664
Arizona,236232.8970213091,113990,19086.0,21.67053382113731,497.91477123929315,502.6231851517215,12.37728686059463,2.072400184413625,-0.5187793211830823,-0.35737481977259905,-0.5317611237062088,-0.12872171673708288,-0.513190703912888,10901.111111111111,474.44444444444446,470.0
Arkansas,527405.1245324987,53179,42625.0,559.086704451412,1591.3085653997803,1751.5299338717668,12.37314075149557,9.91754498077246,0.11157624468454504,0.6020021141440565,0.25312092072755277,-0.1288104703689767,0.30811285604458566,943.3333333333334,331.42857142857144,301.1111111111111
California,986750.6347661456,163696,70521.0,5.508777758896918,366.97337656592197,170.4886871356366,13.992294986828684,6.0279459166146125,-0.5377360505201996,-0.47226677765220526,-0.7404928037111514,-0.0941500657465791,-0.09908696513434016,179123.33333333334,2688.8888888888887,5787.777777777777
Colorado,154796.02936214238,104094,38893.0,60.414755605346116,530.123388226515,642.0111816863048,3.9800485784625095,1.4870792683741847,-0.47333477153686826,-0.3291140006826004,-0.4441620008720078,-0.3084770916223587,-0.5744676037712413,2562.222222222222,292.0,241.11111111111111
Connecticut,11106.67605528172,5543,5521.0,16.63229359359991,114.89664884774191,133.28011266338063,2.0117145544795725,2.003730120021959,-0.5246888619508672,-0.693446557015865,-0.7638767289178817,-0.35061220896604084,-0.5203797322624425,667.7777777777778,96.66666666666667,83.33333333333333
Delaware,102970.82893483293,2489,2302.0,1077.6016981552282,1660.8198215295633,1203.5551433941512,44.73102907681709,41.370361163050596,0.7197619118253278,0.6629934021270741,-0.09125673139821315,0.5638582560610665,3.6008895442686972,95.55555555555556,62.0,85.55555555555556
Florida,131261.41997850587,65758,47590.0,8.017324599976606,44.31180719454437,104.35978620199229,2.7581723046544626,1.996128531562789,-0.5347936819240708,-0.7553798415542421,-0.782051860873866,-0.33463317059526854,-0.5211755380537831,16372.222222222223,2962.222222222222,1257.7777777777778
Georgia,54758.58468295849,59425,42439.0,17.064655891503687,71.52790452055537,81.86499371206419,1.2902892312014536,0.9214738692967352,-0.5241817280091488,-0.7314996108951195,-0.796188832058226,-0.36605539100763257,-0.6336804978416071,3208.8888888888887,765.5555555555555,668.8888888888889
Hawaii,0.0,10932,7328.0,0.0,0.0,0.0,0.0,0.0,-0.544197502391616,-0.7942603674449609,-0.8476373198641681,-0.3936759510861256,-0.7301490511833445,584.4444444444445,86.25,66.66666666666667
Idaho,588407.4677537789,83569,24996.0,306.6396763048066,1686.5182196764363,2353.6298710151154,23.540065120570446,7.040977728030477,-0.18452833492333517,0.6855419574164758,0.6315138072283556,0.1102341546418197,0.006966734913640637,1918.888888888889,348.8888888888889,250.0
Illinois,9063.126707443847,57914,72651.0,4.406706664883557,7.608968317816663,36.092097507519746,0.12474882255500747,0.15649284641785832,-0.5390287110057939,-0.7875840274711997,-0.8249550505044764,-0.39100551699679087,-0.7137659078243438,2056.6666666666665,1191.111111111111,251.11111111111111
Indiana,773242.4936430515,36420,56649.0,636.1227095783787,940.4300598361438,4117.85943360205,13.649711268390465,21.231260121994822,0.20193466197414753,0.030901538711082966,1.7402531965805628,-0.10148357977445754,1.4925389900457566,1215.5555555555557,822.2222222222222,187.77777777777777
Iowa,26611.994896394135,56273,86104.0,28.177406360887908,25.920774249734546,96.5757879304626,0.3090680444159869,0.4729087643522495,-0.511147166540224,-0.7715166926067936,-0.7869437557118821,-0.3870598899095278,-0.6806405128734001,944.4444444444445,1026.6666666666667,275.55555555555554
Kansas,17793.72863983089,82278,58569.0,34.14574792291642,34.738298863010414,82.54822564870001,0.30380796393708087,0.2162635047015106,-0.504146675062248,-0.7637799286216692,-0.7957594513380091,-0.38717248975564916,-0.7075085530267435,521.1111111111111,512.2222222222222,215.55555555555554
Kentucky,858735.5489609989,40408,75966.0,1037.3986497515423,4110.968053536697,2790.1155020393467,11.304209106192229,21.251622177811296,0.6726062497685125,2.8128279000164027,0.9058255080782114,-0.15169254208975788,1.4946706816033024,827.7777777777778,208.88888888888889,307.77777777777777
Louisiana,540716.2612105065,52378,27386.0,665.7245350060956,1525.5317714403006,1374.7023590097624,19.744258424395916,10.323346848113838,0.23665575232823827,0.5442875567277459,0.016301640457168837,0.028979266696726427,0.3505960130717896,812.2222222222222,354.44444444444446,393.3333333333333
Maine,234604.92501161373,35380,7600.0,834.5629743496141,1955.0410417634478,1411.1574436788796,30.86906908047549,6.631004098688913,0.43469268494932606,0.9211520396360134,0.03921203101629335,0.2671223850439106,-0.03595316140531456,281.1111111111111,120.0,166.25
Maryland,177413.29371890033,12406,12429.0,223.31743265316126,839.1169297515556,858.4514212204855,14.274140616212112,14.300604039892015,-0.28226011695139613,-0.05799367966783614,-0.30813898884374863,-0.08811674085244131,0.7669727116879805,794.4444444444445,211.42857142857142,206.66666666666666
Massachusetts,359885.7149131784,10554,7241.0,419.0131221498843,1040.991737352169,2218.4735850812367,49.70110687932308,34.099461333444985,-0.05272130916693764,0.11913740977610474,0.5465741252780613,0.6702501635646859,2.8397033496020443,858.8888888888889,345.7142857142857,162.22222222222223
Michigan,195922.08650771773,96714,47641.0,109.7944444937397,289.54002932175035,591.7109995199529,4.112467968928397,2.025788267548832,-0.4154154839666679,-0.5402091490638298,-0.4757734160994282,-0.30564245761823333,-0.518070477868783,1784.4444444444443,676.6666666666666,331.1111111111111
